raw,sentids,split,filename,img_id
"[""Two law enforcement men wear white cowboy hats while riding in a cart past a red car."", ""Two officers in uniform ride in an open air fleet vehicle together."", ""Two officers in uniform chatting in a golf cart."", ""Two cops in cowboys hats riding on a golf cart."", ""Two officers sitting in a golf cart.""]","[5795, 5796, 5797, 5798, 5799]",train,135911244.jpg,1159
"[""A man wearing a yellow shirt is riding a large riding lawn mower, which is spraying cut grass behind him; pine trees are visible in the background."", ""Younger man in a yellow shirt and tan shorts is moving a dry yard or field with a riding John Deere tractor mover."", ""A young man in a yellow shirt is mowing the grass in what appears to be a rural area."", ""A person is cropping grass by driving a mechanical grass cutter vehicle"", ""A man in a yellow t-shirt is mowing grass with a John Deere mower.""]","[5800, 5801, 5802, 5803, 5804]",train,135916133.jpg,1160
"[""A man in a security vest is smiling for the picture."", ""A uniformed man in a blue security vest is smiling."", ""A smiling security officer with a blue vest on."", ""A dark-skinned security officer smiles."", ""The security guard is smiling.""]","[5805, 5806, 5807, 5808, 5809]",train,1359765497.jpg,1161
"[""A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries."", ""Two women with short hair are facing each other and the blond one is talking."", ""Two woman, one of which is cleaning her knife, are talking in the kitchen."", ""Two women in white t-shirts, one holding a knife slicing a pastry."", ""Woman in white top chats while slicing bread.""]","[5810, 5811, 5812, 5813, 5814]",val,135980645.jpg,1162
"[""A woman with red-hair and a black shirt has her eyes closed and a mirror behind her."", ""A brown-haired women closes her eyes for a moment."", ""A woman falling asleep while holding the camera."", ""A long day makes the woman tired and sleepy."", ""3pm and struggling to stay awake at work.""]","[5815, 5816, 5817, 5818, 5819]",train,135992929.jpg,1163
"[""A woman with shiny decorations in her hair is waving around purple, blue, and orange scarves."", ""A woman wearing a metallic headdress and costume is swirling colorful scarves around herself."", ""A woman is celebrating festivities, wearing colorful clothing, and walking elegantly."", ""A woman wearing very formal colorful clothing and she seems to be dancing."", ""Beautiful brunette woman, draped in purple, blue and a scarlet scarves.""]","[5820, 5821, 5822, 5823, 5824]",train,1360456780.jpg,1164
"[""The black dog is walking through the tall grass."", ""A black poodle is running through the grass."", ""The black dog is running through the grass."", ""A black dog is running in the grass."", ""A small black dog is in the grass.""]","[5825, 5826, 5827, 5828, 5829]",train,1361420539.jpg,1165
"[""A young blond-haired girl wearing a YMCA sweater looks into a telescope while another girl with glasses watches her."", ""A blond girl looks through a telescope while another girl wearing glasses looks at her."", ""A girl in a gray YMCA sweater looking through a telescope."", ""A girl looking through a large telescope on a school trip."", ""A female with blond-hair is looking through a telescope.""]","[5830, 5831, 5832, 5833, 5834]",train,136151338.jpg,1166
"[""A baby swaddled in a blanket with balloon designs is sleeping on a white mattress inside a colorless plastic bassinet that has two notes taped to it."", ""A baby carefully wrapped in a blanket sleeping in an infirmity crib."", ""An infant is swaddled in a blanket in a bassinet."", ""A newborn baby sleeps in it's crib."", ""A small baby is in a plastic cradle.""]","[5835, 5836, 5837, 5838, 5839]",train,13615892.jpg,1167
"[""Two people are wearing a Chinese dragon costume in front of an ornate Chinese gazebo with red pillars and the gazebo has two large red lanterns hanging from the roof."", ""Two people in a traditional Japanese dragon costume perform in front of a small Japanese shrine with a man in a business suit standing in the back watching."", ""An elaborate costumed figure is in front of a brightly decorated structure."", ""A red chinese dragon costume stands in front of an Asian-style gazebo."", ""A Chinese dragon is walking in front of a building.""]","[5840, 5841, 5842, 5843, 5844]",val,1361790462.jpg,1168
"[""A woman sits in a chair under a tree and plays an acoustic guitar."", ""A lady sitting by a tree on a homemade stage playing a guitar."", ""A woman playing a guitar on a makeshift stage, under a tree."", ""Girl playing acoustic guitar on homemade milk crate stage."", ""A young lady playing guitar on a stage in a park.""]","[5845, 5846, 5847, 5848, 5849]",train,1362097957.jpg,1169
"[""On a hot day, three small kids sit in a big container filled with water."", ""Three children squeeze into a plastic tub filled with water and play."", ""Three little boys take a bath in a rubber bin on the grass."", ""The little kids sit outdoors in a small tub of water."", ""Kids play in a blue tub full of water outside""]","[5850, 5851, 5852, 5853, 5854]",train,1362128028.jpg,1170
"[""A woman works at her computer inside a large office housing several rows of desks."", ""People are working on computers in an office with gray carpet and white walls."", ""A woman is sitting at a desk in an office environment working on a computer."", ""Several people are sitting at computer desks in a messy office."", ""Worker at computer in empty office.""]","[5855, 5856, 5857, 5858, 5859]",train,1362206741.jpg,1171
"[""A woman with teddy bear earmuffs is using a wand to make a giant bubble."", ""Girl with half dreadlocks and earmuffs on makes a large bubble"", ""A girl with animal earmuffs is making big bubbles."", ""A woman on a crowded street blowing large bubbles."", ""Young woman with headphones makes a large bubble.""]","[5860, 5861, 5862, 5863, 5864]",train,1362276354.jpg,1172
"[""A large group of what appear to be Indian women and children stand for a photo outside of a building."", ""A group of young people in bright clothing stand on the steps of a building."", ""Children and women gather outside a building."", ""Group of children posed on outside patio."", ""Group of muslim Girls Standing.""]","[5865, 5866, 5867, 5868, 5869]",train,1362539060.jpg,1173
"[""A man crawls through a playground plastic tube towards a little girl with red-hair."", ""A mother with a blue shirt, chases after her child, who is inside a red slide."", ""A man with an earring interacts with a child on a playground."", ""Person smiles at child inside of playground structure."", ""Person watching a child as they play.""]","[5870, 5871, 5872, 5873, 5874]",train,1362794608.jpg,1174
"[""A man with a long black hair and beard, wearing a black shirt is sitting on rocks within a fenced in enclosure while holding the paw of a young polar bear."", ""A man sits outdoors comfortably with his arms around a pale bear."", ""Man sitting in a wild life scene playing with a polar bear."", ""A balding man is petting a white panda in a zoo."", ""A bearded man cuddles with a bear at the zoo.""]","[5875, 5876, 5877, 5878, 5879]",train,1362851262.jpg,1175
"[""A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water."", ""A man with a blue hat and blue with red polka dotted bottoms on is running into the water."", ""A man with blue shorts and a blue had running through water that is thigh deep."", ""A man wearing a hat is running through water"", ""A man splashes playfully in a lake.""]","[5880, 5881, 5882, 5883, 5884]",train,1362882269.jpg,1176
"[""Man wearing a black fedora hat, blue shirt, strumming an electric guitar with rhythm slider on his left pinkie finger."", ""A man in a black hat sits by a tree and plays guitar."", ""A man in a blue shirt and black hat playing guitar."", ""A man in a black shirt and hat plays guitar."", ""A man wearing a fedora playing a guitar.""]","[5885, 5886, 5887, 5888, 5889]",train,1362987900.jpg,1177
"[""A black person in a white shirt and headscarf is plowing a field behind two yoked cattle, one tan and one dark brown, with blue-painted horns."", ""Two animals yoked together pulling a plow, with a man behind them."", ""A black person tends to the farmland with animals to sow seeds."", ""A man in a white shirt is plowing a field with two mules."", ""A person is riding a plow pulled by two oxen.""]","[5890, 5891, 5892, 5893, 5894]",train,136310496.jpg,1178
"[""Two men in life jackets working on a jet ski while a small boy in a life jacket and a woman look on."", ""Three adults and a child inspect a wave rider at the water's edge."", ""A small group of people are at the beach and are near a jet ski."", ""People playing in the water with a water bike."", ""A family prepares to ride on the water.""]","[5895, 5896, 5897, 5898, 5899]",train,1363343745.jpg,1179
"[""A blond individual rides a jet ski in water near a mountain range."", ""A person on a water vehicle on a lake surrounded by mountains."", ""A girl is wearing her life vest while she rides a jet ski."", ""A person is in the ocean in the boat wearing life jacket."", ""A woman is riding her water bike.""]","[5900, 5901, 5902, 5903, 5904]",train,1363345475.jpg,1180
"[""Two men are sitting on the floor under a staircase playing guitars."", ""2 men playing guitar on the street outside a restaurant."", ""Two man are sitting in white room playing guitar."", ""Two people are sitting near a door playing the guitar."", ""Two men are playing guitar in the hallway.""]","[5905, 5906, 5907, 5908, 5909]",train,136358691.jpg,1181
"[""A dog walking through a stream carrying a white towel in its mouth"", ""A dog walking through a small stream with a rag in his mouth."", ""A dog drags a white rag through an almost-dried up creek."", ""A dog is wading in a river with a towel in its mouth."", ""A black dog retrieves a cloth from a streambed.""]","[5910, 5911, 5912, 5913, 5914]",val,1363843090.jpg,1182
"[""Three younger heavyset ladies, dressed nicely in warm weather clothing adjusting themselves while walking down a sidewalk with palm trees in the background and two younger men following several feet behind."", ""Three women walking together down the sidewalk, one is wearing a short white skirt."", ""Three women, all in tank tops, walk down the street."", ""A group of women walking down a street."", ""Three women walk on a busy sidewalk.""]","[5915, 5916, 5917, 5918, 5919]",train,136391987.jpg,1183
"[""The blond boy wearing a striped shirt is walking through the grass."", ""A little boy in a striped shirt has his hands on his head."", ""A little boy stands with his hands on top of his head"", ""A child with his hands on his head."", ""A boy holds his hands on his head.""]","[5920, 5921, 5922, 5923, 5924]",train,1363924449.jpg,1184
"[""A man in a blue shirt is walking and talking on the phone."", ""A man paint spattered clothing talks on a mobile phone."", ""An elderly street vendor is talking on his cellphone."", ""A black man steps over a bazaar."", ""Craft vendor on a cellphone.""]","[5925, 5926, 5927, 5928, 5929]",train,136399365.jpg,1185
"[""A man in a blue shirt drives a red Khera Transport Corp. truck with yellow lettering."", ""A blue-shirted driver for Khera Transport Corp. makes his way to his next stop."", ""Solitary man in blue shirt driving red semi-truck of Khera Transport Corp."", ""A man in the window of a red big rig truck."", ""A man is sitting in a red semi truck.""]","[5930, 5931, 5932, 5933, 5934]",train,1364031423.jpg,1186
"[""2 men, one in orange raincoat and hard hat and holding a yellow pole, other man in jeans and t-shirt, both looking at caution cone."", ""A man in an orange raincoat is discussing something with another man wearing work clothes near a sewer manhole."", ""A city worker places a street cone device which is verified by his colleague."", ""A man with a hard hat and yellow raincoat stands near an orange cone."", ""Two men outside one working with a pole in hand.""]","[5935, 5936, 5937, 5938, 5939]",train,1364148267.jpg,1187
"[""A man who is wearing a dark shirt and jeans standing with his hand on his hip and the other hand leaning on a piece of equipment."", ""A man in a black shirt is leaning on a lamp post near a traffic cone."", ""A man leans against a green post in front of an orange traffic cone."", ""A man in a blue shirt is standing close to a construction area."", ""A man in a black shirt stands in front of a construction cone.""]","[5940, 5941, 5942, 5943, 5944]",train,1364148789.jpg,1188
"[""S large man in a blue shirt and shorts leaning against a van in front of a store called \""Terrible's\"""", ""A fat man is refueling his Chevy SUV outside of a store that has a sign that says Terrible's Beer."", ""A man getting gas in front of a convenience store."", ""A man fills his SUV up with gas at Terrible's."", ""A man fills up his vehicle with gas.""]","[5945, 5946, 5947, 5948, 5949]",train,1364747344.jpg,1189
"[""A man wearing jeans and a button up dress shirt is holding a camera while standing next to a woman in black pants and a beige jacket."", ""A cameraman and companion stop to read something which has been attacked to a pole."", ""A man holding a video camera standing next to a woman by water."", ""A videographer and female companion stand by a waterway."", ""A camera crew waits near some water.""]","[5950, 5951, 5952, 5953, 5954]",train,13648274.jpg,1190
"[""A rain bow is formed from water that is splashed from a tank on the street."", ""A pair of rainbows reflected in the spray coming from a vehicle."", ""A rainbow is formed from a tank spraying water on a street."", ""Water spraying from a green truck is making a rainbow."", ""A water truck creates a rainbow across a street.""]","[5955, 5956, 5957, 5958, 5959]",train,136493345.jpg,1191
"[""A man wearing a gray t-shirt is standing beside a parking meter with a truck and small tree in the background."", ""An unshaven man with a serious look is standing in front of a parking meter on the sidewalk."", ""The man with the goatee and black shirt is walking along the street."", ""A man in a black t-shirt is standing next to a parking meter."", ""A man in a t-shirt stands next to a parking meter.""]","[5960, 5961, 5962, 5963, 5964]",train,1365040902.jpg,1192
"[""A man wearing black pants is holding up a jackhammer next to a broken cement walkway."", ""A man working at the side of the road with a grill."", ""A man in a gray shirt and a hat holding a jackhammer"", ""A man is using a jackhammer to work on a sidewalk."", ""A man with a jackhammer demolishing cement""]","[5965, 5966, 5967, 5968, 5969]",train,13651137.jpg,1193
"[""Two men in hard hats and work coveralls look at the docked ship one of them points at."", ""Two construction workers talk while looking at a Naval ship."", ""Two men are inspecting a ship that is moored to a dock."", ""Two workers inspecting a ship tied up in a dock."", ""Men in working suites, looking at large ship.""]","[5970, 5971, 5972, 5973, 5974]",train,13652901.jpg,1194
"[""A mountain biker is jumping his bike over a rock as another cyclist stands on the trail watching."", ""A helmeted man jumping off a rock on a mountain bike."", ""A man jumping on his bmx with another bmxer watching."", ""A person taking a jump off a rock on a dirt bike."", ""The bike rider jumps off a rock.""]","[5975, 5976, 5977, 5978, 5979]",train,136552115.jpg,1195
"[""A toddler grasping the handle of a tool to stir food in a bowl along with another person whose arms are seen holding the bowl and tool."", ""A naked baby makes a face while helping someone stir food"", ""A toddler is cooking with another person."", ""Toddler is helping to stir ingredients."", ""A toddler mixes some food in a bowel.""]","[5980, 5981, 5982, 5983, 5984]",test,136581487.jpg,1196
"[""A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table."", ""A woman in blue and purple clothing playing pool."", ""A girl playing pool at a pool hall."", ""A girl in a silk shirt plays pool"", ""A young woman is playing pool.""]","[5985, 5986, 5987, 5988, 5989]",train,1365896144.jpg,1197
"[""A climber is attempting to climb around an overhang above the woods."", ""A man climbs up a cliff and reaches an overhang."", ""A man is rock climbing under a large cliff."", ""Climber on rock formation using ropes."", ""A person is rock climbing.""]","[5990, 5991, 5992, 5993, 5994]",train,136639119.jpg,1198
"[""A woman is crossing a rope bridge in the trees with other people waiting at one end."", ""A woman wearing a white shirt and jeans crosses a rope bridge in a wooded area."", ""Three people are crossing a rope bridge hung between pine trees."", ""A group of people walking across a rope bridge."", ""A woman is crossing a rope bridge.""]","[5995, 5996, 5997, 5998, 5999]",train,136644885.jpg,1199
"[""A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head."", ""Young man alone on a white-sand beach enjoys a snack under a beach umbrella."", ""One Hispanic mail sitting on the beach under an umbrella in the sun."", ""A man is holding his beach umbrella as he smiles for the camera."", ""A boy is sitting on a tropical beach with a blue umbrella.""]","[6000, 6001, 6002, 6003, 6004]",train,136645716.jpg,1200
"[""A street performer rides a high unicycle in front of a young boy while holding two pins in front of a crowd."", ""Unicyclist rides around a little person to entertain a small crowd of onlookers."", ""A unicyclist performs on the streets in front of a large crowd."", ""A street performer in a yellow shirt rides a high unicycle."", ""A man is performing for a crowd on a tall unicycle.""]","[6005, 6006, 6007, 6008, 6009]",train,136679463.jpg,1201
"[""A father and daughter holding a young tree upright, ready to be planted, as the son stands to their side wielding a shovel."", ""A father-figure and two children outside their home doing yard work such as using a hoe on the grass and planting a tree."", ""A man and a little girl in a grassy area are planting a tree while a little boy off to the side is holding a hoe."", ""Two small children with older man plating a tree."", ""A man and two children are planting a tree.""]","[6010, 6011, 6012, 6013, 6014]",test,136693281.jpg,1202
"[""A young boy wearing a name tag is running on a soccer field."", ""A young boy runs down a field, wearing a name tag."", ""A little boy is running during a soccer game."", ""A blond child is running on a sports field."", ""A young blond child running on a field.""]","[6015, 6016, 6017, 6018, 6019]",train,136693284.jpg,1203
"[""A young man sitting on a rock on the shore of a body of water looking contemplative."", ""A man with brown hair is sitting on the rocks and looking out towards the ocean."", ""The man is sitting on the seashore as he watches the sunset."", ""A man is sitting outdoors at the edge of a body of water."", ""Earth, water and sky make this a great spot a time out.""]","[6020, 6021, 6022, 6023, 6024]",train,1367424701.jpg,1204
"[""A baby in a blue outfit, wrapped in a blanket, is sucking on her pacifier while laying down."", ""A young baby wearing blue sleepwear has a pacifier in his mouth and is sleeping."", ""A baby sleeping with a green Binky in its mouth."", ""A baby wrapped in a blanket sleeps."", ""A baby taking a long nap.""]","[6025, 6026, 6027, 6028, 6029]",train,1367685772.jpg,1205
"[""A man wearing a black sweater cooks food in a pan while standing in a cluttered kitchen."", ""A man is cooking on a stove in a kitchen, using wooden utensil."", ""A man in a black hoodie is preparing food."", ""A man preparing food in his kitchen."", ""A man cooking food on the stove.""]","[6030, 6031, 6032, 6033, 6034]",test,1368082221.jpg,1206
"[""A man wearing a black shirt with his arm around a woman walking down the street."", ""A man in a dark shirt has his arm on a females shoulder."", ""A man and woman walk down the street together."", ""Young couple taking a stroll in a busy city."", ""Two people walking down the sidewalk.""]","[6035, 6036, 6037, 6038, 6039]",train,1368108583.jpg,1207
"[""A smiling woman rides the subway while reading a magazine, with a 'Bud Light' advertisement behind her."", ""A woman is smiling and reading a newspaper behind a bud light advertisement."", ""A lady wearing eyeglasses reading a paper while riding the train."", ""A woman is reading a newspaper article."", ""A woman is reading a paper on a train.""]","[6040, 6041, 6042, 6043, 6044]",train,1368320477.jpg,1208
"[""Three small dogs, two white and one black and white, on a sidewalk."", ""Two white dogs look at one black dog on a paved walkway."", ""Three dogs looking at a cement ledge."", ""Three small dogs sniff at something."", ""Three dogs on a sidewalk.""]","[6045, 6046, 6047, 6048, 6049]",val,1368338041.jpg,1209
"[""People stand in corridor looking from balcony as another person walks dog"", ""Three people and a black and white dog in bright industrial corridor."", ""Three people enjoying the view in a modern building."", ""People stand inside a windowed structure."", ""Two people look over a terrace wall.""]","[6050, 6051, 6052, 6053, 6054]",train,1368383637.jpg,1210
"[""A lady sitting against dark wood with a shawl, red and white skirt and bonnet."", ""A lady wearing a bonnet is sitting down with her hands on her lap."", ""A woman wearing a Betsy Ross type costume sitting at a table."", ""A woman poses for an old-fashioned picture."", ""A woman is sitting in a chair.""]","[6055, 6056, 6057, 6058, 6059]",train,1368512916.jpg,1211
"[""A large man sits in the back of a canoe with another man in front on a river."", ""Two man are paddling a kayak along a river with green trees on either side."", ""Two paddlers propel a canoe down a tree-lined stream."", ""Two men paddling a canoe down a narrow stream."", ""Two men in a small boat rowing down a river.""]","[6060, 6061, 6062, 6063, 6064]",val,136886677.jpg,1212
"[""Construction site with 4 men, 2 of which are on the roof, looking at something in unison."", ""Two men are lying on a roof doing work, while two other men are assisting using a lift."", ""Four men working on a teal colored roof."", ""Three workers are working on a metal roof"", ""Four men do repair work on a roof.""]","[6065, 6066, 6067, 6068, 6069]",train,1369162.jpg,1213
"[""A woman with ripped jeans is laying on the ground with her forearm over her face."", ""A person in ripped jeans and a black shirt lies on his back on a hardwood floor."", ""Man lays prostrate on the ground on his back possibly in exhaustion."", ""Person in ripped blue jeans lies on the hardwood floor."", ""Person with torn jeans laying down on a wood floor.""]","[6070, 6071, 6072, 6073, 6074]",train,13691837.jpg,1214
"[""Woman holds crying baby while walking down the street with children in face paint."", ""Woman walking with face painted children while carrying a screaming child."", ""A woman stands on a brick sidewalk with three young children and a baby."", ""A woman holds a baby surrounded by children in face paint."", ""Woman with four children with painted faces outside.""]","[6075, 6076, 6077, 6078, 6079]",train,1369506388.jpg,1215
"[""A chef with glasses cooks french bread in a giant oven."", ""An older Asian man is baking bread sticks in an oven."", ""A skinny baker retrieving fresh bread from the oven."", ""A man is taking bread out of the stove."", ""Man removing bread from an oven.""]","[6080, 6081, 6082, 6083, 6084]",train,1370293802.jpg,1216
"[""The Wine Shop on Twenty Fourth building lit up in the dark, two people in front."", ""A wine shop with an open sign in the window and two people out front."", ""Two people are standing outside of a wine shop."", ""Two people stand outside a wine shop."", ""The Wine Shop""]","[6085, 6086, 6087, 6088, 6089]",train,1370615506.jpg,1217
"[""The woman in a red jacket is talking to a man outside of a store."", ""Two people are standing outside of a coffee house."", ""Two people stand outside a restaurant in the city."", ""A man and a woman tak outside of a coffee house."", ""A man and a woman standing outside a restaurant.""]","[6090, 6091, 6092, 6093, 6094]",train,1370773415.jpg,1218
"[""A young child is jumping in the air in front of a large body of water as the sun sets."", ""A child, backlit by the sun, jumping in the air, with the ocean in the background."", ""In this photo, it looks like a little boy is jumping into something."", ""Boy jumping at sunset with the beach behind him."", ""A silhouette of a kid playing on a beach.""]","[6095, 6096, 6097, 6098, 6099]",train,1371076688.jpg,1219
"[""A man wearing shorts, sandals, and a black shirt is talking on his cellphone."", ""A man with blond-hair and tattoos strolls behind bleachers on the cellphone."", ""The man in the black shirt is talking on the phone while enjoying a nice day."", ""A man is talking on his cellphone while standing in front of bleachers."", ""A young tattooed man in shorts and flip-flops on a cellphone.""]","[6100, 6101, 6102, 6103, 6104]",train,137231942.jpg,1220
"[""A man with a white shirt and red tie is talking to another man in a kitchen."", ""A man in a dress shirt and tie addresses a chef in a kitchen."", ""Two men talking in the kitchen of a restaurant."", ""Two men talking in a restaurant kitchen."", ""Two men talk in a restaurant kitchen.""]","[6105, 6106, 6107, 6108, 6109]",train,137306602.jpg,1221
"[""A little child wearing a blue and yellow jacket is sitting on a rock."", ""A Japanese girl sitting on a rock surrounded by a field."", ""A young girl sits on a rock overlooking a large field."", ""A young girl in front of a field of green."", ""A young girl sits on a rock.""]","[6110, 6111, 6112, 6113, 6114]",train,137306998.jpg,1222
"[""A man wearing blue jeans, blue shirt and a cap runs in front of a large truck on a street."", ""A man runs across the street in front of a military vehicle."", ""A man running in front of a vehicle."", ""A man running from riot control."", ""A man in a green hat running.""]","[6115, 6116, 6117, 6118, 6119]",train,1373135088.jpg,1223
"[""Two males running, one wearing red and white, the other navy blue and black, outside on a cloudy day."", ""A man in black and a man in a red shirt and white shorts are jogging down the street."", ""Two young men, one in black and one in red, jogging."", ""A man in red jogging with a man in black."", ""A couple of men out jogging.""]","[6120, 6121, 6122, 6123, 6124]",train,137338651.jpg,1224
"[""A young boy is walking on what seems to be a chilly day, though the path he's on seems to disappear into a sea of green grass."", ""A boy in a yellow sweater and black pants walking in a garden."", ""An Asian boy stepping on a stone next to a brick building."", ""A little boy in a yellow shirt walking on stones."", ""Cute little boy walking down a path.""]","[6125, 6126, 6127, 6128, 6129]",train,137398669.jpg,1225
"[""A group of people are sitting and standing holding a banner that stays, \""WE ARE DEMANDING.\"""", ""A large group of protesters sitting in front of a sign reading \""We are demanding\""."", ""A large group of people is grouped around a banner reading \""We are demanding\""."", ""A night shot of people gathered around a sign that says \""We Are Demanding\""."", ""A crowd of men and women sitting and standing by a we are demanding sign.""]","[6130, 6131, 6132, 6133, 6134]",train,137422713.jpg,1226
"[""A group of people posing for a picture in front of a tree and building."", ""Five Asian friends posing together for a picture."", ""A group of people standing together for a picture"", ""A group of people standing outside in the dark."", ""A group of asian friends.""]","[6135, 6136, 6137, 6138, 6139]",train,137430875.jpg,1227
"[""Four women and one man sitting on the sidewalk with sleeping bags."", ""A group of people are sitting outside on the ground in a circle."", ""A group of people sitting on the ground on the sidewalk"", ""Five people camp out on the street for an event."", ""A group of girls outside in blankets""]","[6140, 6141, 6142, 6143, 6144]",train,137430923.jpg,1228
"[""So many people came out with their sweatshirts, blankets and hats that very cold November night."", ""A large group of people sit outside wearing sweatshirts, blankets, and hats."", ""A group of spectators outside in the cold, all focusing on the same object."", ""Gathering of people on a cold day."", ""A lot of people bundled up together""]","[6145, 6146, 6147, 6148, 6149]",train,137430967.jpg,1229
"[""A boy and two girls are sitting in the street while wrapped in blankets."", ""Three young people are snuggling under a blanket on a sidewalk."", ""Three young people huddle together under a blanket outdoors."", ""Three people are wearing jacket and sitting with bed sheet."", ""Three women huddling for warmth under a blanket.""]","[6150, 6151, 6152, 6153, 6154]",train,137431020.jpg,1230
"[""Three different people, all wearing light colored tops and dark pants, are taking pictures with their cameras."", ""A group of people are taking pictures, with one person standing on a plastic storage tub atop a table."", ""A man standing on a table filming with people surrounding him."", ""People standing around taking video."", ""Two people are taking pictures.""]","[6155, 6156, 6157, 6158, 6159]",train,137431037.jpg,1231
"[""A multicultural group of friends sitting down in an outdoor floor and hanging out to together during a cold busy night."", ""Young adults posing for a photo at night, somewhat chilly outside."", ""Three women and a man in a hat sitting cross legged in a group."", ""A group of friends seated on concrete waiting for something."", ""Four people are sitting down on a sidewalk.""]","[6160, 6161, 6162, 6163, 6164]",train,137431115.jpg,1232
"[""A girl is holding a green sign that says, \""invisible children no child should be a shoulder.\"""", ""A protester holds up a green handwritten sign denouncing the use of children as soldiers."", ""A lady holding a green sign at a protest to support Children advocacy."", ""There is an Asian girl holding a green sign protesting."", ""War protesters at a rally with a sign.""]","[6165, 6166, 6167, 6168, 6169]",train,137431253.jpg,1233
"[""A group of people are sitting around a large white banner that says \""From New York.\"""", ""A man videotaping a group of people in front of a from new york banner."", ""An evening people sitting in front of a banner stating, From New York."", ""A man films college students at a nighttime outdoor rally."", ""People are sitting down in front of a white banner.""]","[6170, 6171, 6172, 6173, 6174]",train,137444338.jpg,1234
"[""A night street scene with a line of people waiting for something in a dome."", ""People socialize at the center of town during the evening."", ""People in a courtyard plaza are sitting and standing."", ""A large crowd gathers for a night in the city."", ""People standing in a long line.""]","[6175, 6176, 6177, 6178, 6179]",train,137444466.jpg,1235
"[""A man in a green shirt and backpack is standing under cover along with a woman behind him taking a picture."", ""A young man wearing a green T-shirt and a backpack is waiting with some other people for transportation."", ""A man in a bright green flux shirt walks along a crowded sidewalk under metal scaffolding at night."", ""A man in a lime green shirt waits for the subway while a woman films using her phone."", ""A girl in the background takes a picture as many people busily walk by.""]","[6180, 6181, 6182, 6183, 6184]",train,137444523.jpg,1236
"[""A cooking event where young kids are cooking with eggs and brightly colored ingredients while people are watching."", ""A group of people preparing some really unusually colored food involving eggs."", ""People going through a buffet style line to design dyed eggs."", ""Three teenagers in yellow shirts cooking colorful food."", ""Young people in yellow shirts prepare colorful food.""]","[6185, 6186, 6187, 6188, 6189]",train,137453677.jpg,1237
"[""There is a little girl in pink being helped by three different adults as she makes something from dough and red dye."", ""A woman in a yellow shirt is helping a little girl in a pink shirt."", ""A girl working with paint while an adult guides her on what to do."", ""A woman in a yellow shirt helping a little girl decorate cookies."", ""People watching a young girl color dough.""]","[6190, 6191, 6192, 6193, 6194]",train,137453678.jpg,1238
"[""A group of young adolescents in yellow shirts play with colored food."", ""A group of children are working on a project in a large room."", ""Students are taking part in a food day at their school."", ""Youngsters are being served green eggs and ham."", ""A group of people are painting eggs.""]","[6195, 6196, 6197, 6198, 6199]",train,137453681.jpg,1239
"[""There are people mulling around and going about their business at what appears to be a street fair, or a ballgame."", ""A man in a blue shirt holding a child while holding onto a stroller at a baseball stadium."", ""A grandfather is holding his grandson while pushing a stroller at a baseball game."", ""Several fans walking around outside a baseball stadium."", ""Sports fans are leaving a baseball game.""]","[6200, 6201, 6202, 6203, 6204]",train,1374577120.jpg,1240
"[""Little boys in white karate uniforms performing their martial arts indoors."", ""This kid ate a bunch of jumping beans before karate practice."", ""A young boy is completing a martial arts kick onto a bag."", ""A young boy in a white karate gi executes a jump kick."", ""A karate kid in midair kicking a black punching bag.""]","[6205, 6206, 6207, 6208, 6209]",train,1375501091.jpg,1241
"[""TWo people walking into a shadow in one direction while another walks in the midst of it."", ""A woman in a pink shirt and jean skirt walking down the street talking on her cellphone."", ""An older couple passes by a young lady on the sidewalk."", ""A young woman is silhouetted against other pedestrians."", ""People are walking down the street in the shadows.""]","[6210, 6211, 6212, 6213, 6214]",train,1376871596.jpg,1242
"[""A man with a red umbrella seems to be messing with a tire while a baby and mother look on."", ""This guy is try to be his own band and they lady with the baby looks like she enjoying it."", ""A one man band with a red umbrella stops in front of a woman with a child in a stroller."", ""A man, a woman with a child in a stroller on a crowded street."", ""A man at a gather putting together a balloon animal.""]","[6215, 6216, 6217, 6218, 6219]",train,1377428277.jpg,1243
"[""The man is aiming to shoot something while his dog watches."", ""A man aiming a rifle with a dog standing beside him."", ""Man aiming a rifle with his dog at his side."", ""A man shoots a rifle while a dog looks on."", ""A man, a gun, and a dog.""]","[6220, 6221, 6222, 6223, 6224]",train,1378557186.jpg,1244
"[""A mother and her two sons walk behind a horse tied to a boat."", ""A horse walking by the side of the water pulling something."", ""A boat being bulled by a brown horse under a bridge."", ""A horse is walking beside a boat under a bridge."", ""A horse is pulling a watercraft.""]","[6225, 6226, 6227, 6228, 6229]",train,137861003.jpg,1245
"[""A man with headphones on is looking at a computer screen while sitting at a table."", ""A young man with headphones looking at a Macintosh laptop computer."", ""A man sits at a table in front of a computer wearing headphones."", ""A young man is sitting at a table with a laptop and earphones."", ""Man sitting with headphones at a laptop.""]","[6230, 6231, 6232, 6233, 6234]",train,1379026456.jpg,1246
